epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.350600004196167,0.0010000000474974513,1.5606029033660889,0.5027808547019958,1.4432547092437744
1,0.4318000078201294,0.0010000000474974513,1.4442907571792603,0.4949944317340851,1.4591177701950073
2,0.4406000077724457,0.0010000000474974513,1.4155340194702148,0.5428253412246704,1.3344813585281372
3,0.44600000977516174,0.0010000000474974513,1.4024085998535156,0.5016685128211975,1.3606884479522705
4,0.4578000009059906,0.0010000000474974513,1.394535779953003,0.4716351628303528,1.3972575664520264
5,0.46639999747276306,0.0010000000474974513,1.382144570350647,0.5116796493530273,1.3898483514785767
6,0.4781999886035919,0.0005000000237487257,1.36446213722229,0.4872080087661743,1.4429864883422852
7,0.4912000000476837,0.0005000000237487257,1.3561631441116333,0.5150166749954224,1.39116632938385
8,0.4878000020980835,0.0005000000237487257,1.3592106103897095,0.49944382905960083,1.3468362092971802
9,0.4984000027179718,0.0002500000118743628,1.3402081727981567,0.49944382905960083,1.3704406023025513
10,0.49219998717308044,0.0002500000118743628,1.3491251468658447,0.5305895209312439,1.3549654483795166
11,0.4909999966621399,0.0002500000118743628,1.3446366786956787,0.46496108174324036,1.4243643283843994
12,0.5199999809265137,9.999999747378752e-06,1.2884113788604736,0.45606228709220886,1.359724998474121
13,0.5644000172615051,9.999999747378752e-06,1.2209975719451904,0.5506117939949036,1.246769666671753
14,0.5924000144004822,9.999999747378752e-06,1.1783894300460815,0.5027808547019958,1.30203378200531
15,0.6194000244140625,9.999999747378752e-06,1.1287585496902466,0.5806451439857483,1.1996972560882568
16,0.6340000033378601,9.999999747378752e-06,1.0983866453170776,0.5506117939949036,1.206550121307373
17,0.6481999754905701,9.999999747378752e-06,1.0823101997375488,0.604004442691803,1.1598519086837769
18,0.6600000262260437,9.999999747378752e-06,1.0548532009124756,0.5550611615180969,1.1981834173202515
19,0.6740000247955322,9.999999747378752e-06,1.0422042608261108,0.6473859548568726,1.1083277463912964
20,0.6832000017166138,9.999999747378752e-06,1.0187644958496094,0.5550611615180969,1.1925655603408813
21,0.6909999847412109,9.999999747378752e-06,1.011230230331421,0.5839822292327881,1.1539359092712402
22,0.698199987411499,9.999999747378752e-06,0.9995091557502747,0.6329254508018494,1.1097406148910522
23,0.7006000280380249,4.999999873689376e-06,0.9734070301055908,0.6173526048660278,1.1218541860580444
24,0.7110000252723694,4.999999873689376e-06,0.9674797654151917,0.6840934157371521,1.062342643737793
25,0.7167999744415283,4.999999873689376e-06,0.9597293734550476,0.6585094332695007,1.0706255435943604
26,0.7167999744415283,4.999999873689376e-06,0.9542912244796753,0.6484983563423157,1.0798702239990234
27,0.725600004196167,4.999999873689376e-06,0.9480113983154297,0.6896551847457886,1.0356467962265015
28,0.7193999886512756,4.999999873689376e-06,0.9418614506721497,0.6952168941497803,1.0190969705581665
29,0.7324000000953674,4.999999873689376e-06,0.9361387491226196,0.7063403725624084,1.025391936302185
30,0.7347999811172485,4.999999873689376e-06,0.9322378635406494,0.7030033469200134,1.0157411098480225
31,0.7361999750137329,4.999999873689376e-06,0.9252336621284485,0.7041156888008118,1.0146664381027222
32,0.7427999973297119,4.999999873689376e-06,0.9192862510681152,0.7096773982048035,1.0116413831710815
33,0.7422000169754028,4.999999873689376e-06,0.916093647480011,0.6996663212776184,1.014794945716858
34,0.746999979019165,4.999999873689376e-06,0.912787675857544,0.6985539197921753,1.0056777000427246
35,0.7513999938964844,4.999999873689376e-06,0.902032732963562,0.6829810738563538,1.020800232887268
36,0.7459999918937683,4.999999873689376e-06,0.9094958901405334,0.6707452535629272,1.0250616073608398
37,0.748199999332428,4.999999873689376e-06,0.9023658037185669,0.7030033469200134,0.9886483550071716
38,0.751800000667572,4.999999873689376e-06,0.8965029120445251,0.6818687319755554,1.0068527460098267
39,0.7534000277519226,4.999999873689376e-06,0.8917092680931091,0.7152391672134399,0.9833865165710449
